"","specificEpithet","id","institutionCode","year","month","day","eventDate","stateProvince","county","references","lon","lat","geoclass","flowers","fruit","leaves","bbch.f","bbch.v","flagged","note","flagged_question","question_note","entered_by","imput_date.GPS","pdsi","pdsi.sd","pdsi.min","eventDate2","eventDate3","doy"
"20","mexicana",5465868,"EKY",1995,5,21,"1995-05-21","Kentucky","jackson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5465868",-84.00309632,37.42208007,"county_centroid","N","Y","Y",89,17,"","","","","SC","",0.0688929259777069,1.50247526168823,-6.17999982833862,"1995-5-21",1995-05-21,141
"21","mexicana",24641997,"NY",1974,5,18,"1974-05-18","Texas","Grimes Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24641997",-95.895632,30.341873,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",0.0780019611120224,1.82159042358398,-5.82999992370605,"1974-5-18",1974-05-18,138
"22","mexicana",12877133,"UARK",1954,6,17,"1954-06-17","Arkansas","logan","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12877133",-93.72428698,35.21063233,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.570810556411743,1.87313580513,-5.61999988555908,"1954-6-17",1954-06-17,168
"23","mexicana",9176892,"LSU",1970,7,2,"1970-07-02","Louisiana","catahoula","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176892",-91.84924091,31.66600913,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.345719397068024,1.69617462158203,-5,"1970-7-2",1970-07-02,183
"24","mexicana",22620189,"KANU",1969,5,14,"1969-05-14","Kansas","Osage","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620189",-95.62387,38.50696,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",-0.281648457050323,1.92885768413544,-7.55999994277954,"1969-5-14",1969-05-14,134
"25","mexicana",21268932,"UAM",2004,5,19,"2004-05-19","Arkansas","poinsett","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268932",-90.66737356,35.56784271,"county_centroid","N","Y","Y",89,19,"","","Y","two collection dates? only one with fruit but same otherwise","SC","",-0.418360650539398,1.57825636863708,-5.05999994277954,"2004-5-19",2004-05-19,140
"26","mexicana",16080356,"FLAS",2012,4,7,"2012-04-07","Kansas","Sedgwick","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080356",-97.2678,37.7429,"geo_referenced","N","Y","Y",89,17,"","","","","SC","",-0.30687615275383,2.14177227020264,-7.44000005722046,"2012-4-7",2012-04-07,98
"27","mexicana",11535437,"LSU",1981,5,28,"1981-05-28","Arkansas","montgomery","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535437",-93.65831855,34.54772903,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.551703095436096,1.88089954853058,-5.21000003814697,"1981-5-28",1981-05-28,148
"28","mexicana",22504781,"KANU",2006,5,11,"2006-05-11","Kansas","Anderson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22504781",-95.26588,38.17268,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",-0.241967216134071,1.91811096668243,-6.53000020980835,"2006-5-11",2006-05-11,131
"29","mexicana",16919891,"NCU",1966,8,31,"1966-08-31","Alabama","colbert","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16919891",-87.81097599,34.70276047,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.522332429885864,1.55295825004578,-5.28999996185303,"1966-8-31",1966-08-31,243
"30","mexicana",11535441,"LSU",1981,5,12,"1981-05-12","Mississippi","amite","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535441",-90.80948266,31.17633764,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.498829305171967,1.58511757850647,-4.69000005722046,"1981-5-12",1981-05-12,132
"31","mexicana",5894905,"MISS",1967,7,3,"1967-07-03","Mississippi","amite","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894905",-90.80948266,31.17633764,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.498829305171967,1.58511757850647,-4.69000005722046,"1967-7-3",1967-07-03,184
"32","mexicana",12877060,"UARK",2005,6,14,"2005-06-14","Arkansas","crawford","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12877060",-94.25175754,35.5843972,"county_centroid","N","Y","Y",89,17,"","","","","SC","date",-0.527559220790863,1.89477837085724,-6.09999990463257,"2005-6-14",2005-06-14,165
"33","mexicana",16491703,"UOS",2008,7,29,"2008-07-29","Tennessee","Franklin","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16491703",-85.919406,35.128136,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",-0.206192374229431,1.56052696704865,-4.94999980926514,"2008-7-29",2008-07-29,211
"34","mexicana",5894930,"MISS",1969,9,9,"1969-09-09","Mississippi","scott","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894930",-89.53954909,32.41092604,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.57622879743576,1.572110414505,-5.55999994277954,"1969-9-9",1969-09-09,252
"35","mexicana",13573869,"TEX",1934,4,21,"1934-04-21","Texas","washington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573869",-96.4021888,30.21869973,"county_centroid","N","Y","Y",89,19,"","","","","SC","",0.0989030376076698,1.76658368110657,-6.09999990463257,"1934-4-21",1934-04-21,111
"36","mexicana",9176977,"LSU",1980,10,3,"1980-10-03","Louisiana","sabine","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176977",-93.55608742,31.56954815,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.115190990269184,1.56990873813629,-5.69000005722046,"1980-10-3",1980-10-03,277
"37","mexicana",16920080,"NCU",1966,7,6,"1966-07-06","Mississippi","carroll","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920080",-89.9229867,33.45101749,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.501018762588501,1.45092248916626,-4.3600001335144,"1966-7-6",1966-07-06,187
"38","mexicana",16816167,"UA",1969,5,9,"1969-05-09","Alabama","Greene","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16816167",-88.00611,32.76305,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",-0.566702425479889,1.4353711605072,-5,"1969-5-9",1969-05-09,129
"39","mexicana",22679994,"KANU",2003,4,29,"2003-04-29","Oklahoma","Comanche","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22679994",-98.7236111,34.7325,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",0.0148971593007445,1.97514915466309,-5.1399998664856,"2003-4-29",2003-04-29,119
"40","mexicana",5465865,"EKY",1999,6,7,"1999-06-07","Kentucky","harrison","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5465865",-84.33002821,38.4375269,"county_centroid","N","Y","Y",89,19,"","","","","SC","",0.130746081471443,1.41339302062988,-6.23999977111816,"1999-6-7",1999-06-07,158
"41","mexicana",12877008,"UARK",1937,8,15,"1937-08-00","Arkansas","Benton","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12877008",-93.918741,36.461855,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",-0.492695808410645,1.71355319023132,-6.21000003814697,"1937-8-15",1937-08-15,227
"42","mexicana",12877031,"UARK",1973,7,15,"1973-07-00","Arkansas","clay","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12877031",-90.42501648,36.37179616,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.550327897071838,1.71603691577911,-6.17000007629395,"1973-7-15",1973-07-15,196
"43","mexicana",21186202,"ANHC",2005,5,29,"2005-05-29","Arkansas","van buren","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186202",-92.52627345,35.57365455,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.487659394741058,1.53539109230042,-5.23000001907349,"2005-5-29",2005-05-29,149
"44","mexicana",22620205,"KANU",1967,5,4,"1967-05-04","Kansas","Wilson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620205",-95.73477,37.41832,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",-0.318315118551254,1.96266508102417,-7.32999992370605,"1967-5-4",1967-05-04,124
"45","mexicana",12877154,"UARK",2002,8,20,"2002-08-20","Arkansas","montgomery","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12877154",-93.65831855,34.54772903,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.551703095436096,1.88089954853058,-5.21000003814697,"2002-8-20",2002-08-20,232
"46","mexicana",16920053,"NCU",1977,5,16,"1977-05-16","Louisiana","claiborne","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920053",-92.99514158,32.82545749,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.364045053720474,1.65973091125488,-4.90000009536743,"1977-5-16",1977-05-16,136
"47","mexicana",16145359,"UARK",2003,6,4,"2003-06-04","Arkansas","arkansas","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16145359",-91.37334862,34.29669057,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.459043800830841,1.50119984149933,-5.5,"2003-6-4",2003-06-04,155
"48","mexicana",12876992,"UARK",1990,4,13,"1990-04-13","Arkansas","baxter","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12876992",-92.34346141,36.2916046,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.505974471569061,1.48734974861145,-6.03999996185303,"1990-4-13",1990-04-13,103
"49","mexicana",15436979,"APSC",2008,5,2,"2008-05-02","Alabama","marengo","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15436979",-87.77831202,32.25123243,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.524164438247681,1.4859105348587,-4.55999994277954,"2008-5-2",2008-05-02,123
"50","mexicana",26394342,"TAC",2007,5,7,"2007-05-07","Texas","Erath","https://midwestherbaria.org/portal/collections/individual/index.php?occid=26394342",-98.210033,32.24815,"geo_referenced","N","Y","Y",89,19,"","","","","SC","date",0.115053869783878,1.987144947052,-6.01000022888184,"2007-5-7",2007-05-07,127
"51","mexicana",12508920,"DUKE",1998,5,21,"1998-05-21","Mississippi","amite","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12508920",-90.80948266,31.17633764,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.498829305171967,1.58511757850647,-4.69000005722046,"1998-5-21",1998-05-21,141
"52","americana",19444193,"BEREA",1976,5,1,"1976-05-01","Illinois","jackson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19444193",-89.38296855,37.78744591,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.424471765756607,1.84118497371674,-6.23999977111816,"1976-5-1",1976-05-01,122
"53","americana",5894074,"MISS",1976,6,26,"1976-06-26","Mississippi","tishomingo","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894074",-88.24452228,34.74392738,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.50681859254837,1.51862025260925,-5.15000009536743,"1976-6-26",1976-06-26,178
"54","americana",19444199,"BEREA",2004,6,7,"2004-06-07","Kentucky","trigg","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19444199",-87.87012333,36.80380461,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.373132973909378,1.52284824848175,-5.6100001335144,"2004-6-7",2004-06-07,159
"55","americana",21298176,"APSC",1977,7,20,"1977-07","Michigan","cheboygan","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21298176",-84.50576422,45.44788804,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.439984232187271,1.50939476490021,-5.88000011444092,"1977-7-20",1977-07-20,201
"56","americana",24685186,"NY",1978,6,2,"1978-06-02","Wyoming","Niobrara Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24685186",-104.1919,42.9081,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",0.0748285427689552,1.95558559894562,-5.92999982833862,"1978-6-2",1978-06-02,153
"57","americana",13273682,"TENN",2008,5,2,"2008-05-02","Alabama","marengo","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273682",-87.77831202,32.25123243,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.524164438247681,1.4859105348587,-4.55999994277954,"2008-5-2",2008-05-02,123
"58","americana",5803598,"MISSA",1952,4,14,"1952-04-14","Mississippi","Forrest","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5803598",-89.152034,31.212042,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",-0.474798917770386,1.53217923641205,-5.15999984741211,"1952-4-14",1952-04-14,105
"59","americana",19850892,"LSU",1979,4,28,"1979-04-28","Mississippi","wilkinson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19850892",-91.31469342,31.16184555,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.430929392576218,1.48884797096252,-5.30999994277954,"1979-4-28",1979-04-28,118
"60","americana",7111876,"SEL",1997,5,24,"1997-05-24","Florida","Levy","https://midwestherbaria.org/portal/collections/individual/index.php?occid=7111876",-82.730677,29.077308,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",-0.64275860786438,1.89867162704468,-6.11999988555908,"1997-5-24",1997-05-24,144
"61","americana",4381455,"CHIC",1986,8,11,"1986-08-11","Illinois","cook","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4381455",-87.82118018,41.84295948,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.25471767783165,1.71360301971436,-5.96999979019165,"1986-8-11",1986-08-11,223
"62","americana",4979191,"WIS",1953,8,10,"1953-08-10","Wisconsin","dunn","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4979191",-91.90197716,44.95249515,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.23562841117382,1.74810922145844,-5.94000005722046,"1953-8-10",1953-08-10,222
"63","americana",24451876,"LFCC",1990,3,10,"1990-10-03","Virginia","shenandoah","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24451876",-78.57413236,38.86480834,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",0.0270538423210382,1.47162413597107,-6.76000022888184,"1990-3-10",1990-03-10,69
"64","americana",13273686,"TENN",1969,4,19,"1969-04-19","Arkansas","yell","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273686",-93.41370271,35.00455982,"county_centroid","Y","Y","Y",69,17,"","","Y","fruit AND flowers bbch?","SC","date",-0.547222197055817,1.77077865600586,-5.46999979019165,"1969-4-19",1969-04-19,109
"65","americana",13793789,"COLO",2001,9,9,"2001-09-09","Colorado","Larimer","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13793789",-105.31305,40.70412,"geo_referenced","N","Y","Y",89,17,"","","","","SC","",0.159103974699974,2.01152777671814,-6.25,"2001-9-9",2001-09-09,252
"66","americana",13273822,"TENN",1954,4,16,"1954-04-16","Louisiana","west feliciana","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273822",-91.42125715,30.88236107,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.427703320980072,1.38406646251678,-4.78999996185303,"1954-4-16",1954-04-16,106
"67","americana",14635065,"NBYC",1993,7,14,"1993-07-14","South Carolina","greenwood","https://midwestherbaria.org/portal/collections/individual/index.php?occid=14635065",-82.1188212,34.15855276,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.40330308675766,1.41649496555328,-4.48999977111816,"1993-7-14",1993-07-14,195
"68","americana",3849054,"APSC",1965,6,17,"1965-06-17","Kentucky","lyon","https://midwestherbaria.org/portal/collections/individual/index.php?occid=3849054",-88.0769221,37.01500475,"county_centroid","N","Y","Y",89,19,"","","","","DB","",-0.417969018220901,1.72800314426422,-5.96000003814697,"1965-6-17",1965-06-17,168
"69","americana",19700969,"CLEMS",1993,6,19,"1993-06-19","South Carolina","chester","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19700969",-81.15685049,34.69310951,"county_centroid","N","Y","Y",89,19,"","","","","DB","",-0.438421040773392,1.5149130821228,-4.38000011444092,"1993-6-19",1993-06-19,170
"70","americana",20393204,"PH",1960,8,1,"1960-08-01","Pennsylvania","lehigh","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20393204",-75.59169798,40.61643793,"county_centroid","N","Y","Y",89,19,"","","","","DB","",0.0781151801347733,1.76804625988007,-7.46999979019165,"1960-8-1",1960-08-01,214
"71","americana",4991690,"WIS",1980,8,11,"1980-08-11","Wisconsin","crawford","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4991690",-90.92206619,43.23986751,"county_centroid","N","Y","Y",89,19,"","","","","DB","",-0.289763212203979,1.77329134941101,-5.5,"1980-8-11",1980-08-11,224
"72","americana",5465774,"EKY",1962,6,10,"1962-06-10","Kentucky","henry","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5465774",-85.12097967,38.43891795,"county_centroid","N","Y","Y",89,19,"","","","","DB","",0.107761777937412,1.57583343982697,-6.30999994277954,"1962-6-10",1962-06-10,161
"73","americana",13273109,"TENN",1967,7,13,"1967-07-13","North Carolina","durham","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273109",-78.88289514,36.02984528,"county_centroid","N","Y","Y",89,19,"","","","","DB","date",-0.327549904584885,1.58882236480713,-4.53000020980835,"1967-7-13",1967-07-13,194
"74","americana",7444158,"NCSC",1949,5,22,"1949-05-22","Missouri","sullivan","https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444158",-93.10451262,40.2128123,"county_centroid","N","Y","Y",89,17,"","","","","DB","date",-0.27648451924324,1.63909292221069,-5.26999998092651,"1949-5-22",1949-05-22,142
"75","americana",24925381,"BRIT",1946,6,15,"1946-06-15","Texas","tarrant","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24925381",-97.29132438,32.76668758,"county_centroid","N","Y","Y",89,17,"","","","","DB","",0.0494809001684189,1.91117513179779,-8.27999973297119,"1946-6-15",1946-06-15,166
"76","americana",5734176,"LSU",1976,6,9,"1976-06-09","Arkansas","lafayette","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734176",-93.60666142,33.23929763,"county_centroid","N","Y","Y",89,19,"","","","","DB","",-0.316552400588989,1.32149648666382,-4.6100001335144,"1976-6-9",1976-06-09,161
"77","americana",3836818,"DBG",2013,7,23,"2013-07-23","Colorado","Pueblo","https://midwestherbaria.org/portal/collections/individual/index.php?occid=3836818",-104.93977,38.11343,"geo_referenced","N","Y","Y",89,19,"","","","","DB","",0.26058629155159,2.12900948524475,-5.09000015258789,"2013-7-23",2013-07-23,204
"78","americana",13273676,"TENN",1948,5,7,"1948-05-07","North Carolina","stanly","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273676",-80.25742525,35.31588993,"county_centroid","N","Y","Y",89,19,"","","","","DB","",-0.340387165546417,1.50689673423767,-4.5,"1948-5-7",1948-05-07,128
"79","americana",22619968,"KANU",1964,8,12,"1964-08-12","Kansas","Pratt","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22619968",-99.52589,37.64878,"geo_referenced","N","Y","Y",89,19,"","","","","DB","",0.315210998058319,2.18115997314453,-7.34999990463257,"1964-8-12",1964-08-12,225
"80","americana",22694761,"KANU",2003,5,24,"2003-05-24","Iowa","Bremer","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22694761",-92.452,42.707,"geo_referenced","N","Y","Y",89,19,"","","","","DB","",-0.323715835809708,1.7514111995697,-5.34999990463257,"2003-5-24",2003-05-24,144
"81","americana",5803595,"MISSA",1956,4,12,"1956-04-12","Mississippi","Lowndes","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5803595",-88.378007,33.53659,"geo_referenced","N","Y","Y",89,19,"","","","","DB","",-0.595210015773773,1.57235717773438,-5.07999992370605,"1956-4-12",1956-04-12,103
"82","americana",5894064,"MISS",1966,7,28,"1966-07-28","Mississippi","jones","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894064",-89.16940789,31.62889542,"county_centroid","N","Y","Y",89,19,"","","","","DB","",-0.540116190910339,1.71812355518341,-5.73000001907349,"1966-7-28",1966-07-28,209
"83","angustifolia",25180305,"APSC",1969,7,22,"1969-07-22","North Carolina","scotland","https://midwestherbaria.org/portal/collections/individual/index.php?occid=25180305",-79.46460785,34.83250088,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.387943148612976,1.66766786575317,-6.67000007629395,"1969-7-22",1969-07-22,203
"84","angustifolia",16913168,"NCU",1968,4,1,"1968-04-01","Alabama","greene","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16913168",-87.94813999,32.86570101,"county_centroid","N","Y","Y",89,17,"","","","","SC","date",-0.477926731109619,1.34563255310059,-4.15999984741211,"1968-4-1",1968-04-01,92
"85","angustifolia",16914595,"NCU",1968,5,22,"1968-05-22","Arkansas","pope","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16914595",-93.03339602,35.44081908,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.547222197055817,1.77077865600586,-5.46999979019165,"1968-5-22",1968-05-22,143
"86","angustifolia",16541064,"USAM",2004,4,20,"2004-04-20","Mississippi","lauderdale","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16541064",-88.66104765,32.40521687,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.562439680099487,1.62489831447601,-5.90000009536743,"2004-4-20",2004-04-20,111
"87","angustifolia",16537887,"USAM",1969,7,22,"1969-07-22","North Carolina","scotland","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16537887",-79.46460785,34.83250088,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.387943148612976,1.66766786575317,-6.67000007629395,"1969-7-22",1969-07-22,203
