"id","type","modified","language","license","rightsHolder","accessRights","references","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","occurrenceRemarks","recordNumber","recordedBy","sex","reproductiveCondition","occurrenceStatus","preparations","disposition","otherCatalogNumbers","associatedMedia","samplingProtocol","eventDate","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","fieldNumber","higherGeography","continent","islandGroup","island","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","minimumElevationInMeters","maximumElevationInMeters","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","identifiedBy","dateIdentified","identificationReferences","identificationRemarks","identificationQualifier","typeStatus","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship"
"06fd9497-d0ca-4c97-8816-ce7a4cfd242a","http://purl.org/dc/dcmitype/PhysicalObject","2015-08-06 13:01:46.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/06fd9497-d0ca-4c97-8816-ce7a4cfd242a","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 3, huh_project_name: New England Vascular Plants TCN}","06fd9497-d0ca-4c97-8816-ce7a4cfd242a","barcode-00770657","","","C. H. Knowlton","","","present","Sheet","in collection","","[see Simple Media extension]","","1947-07-26/1947-07-26","","","","","","July 26, 1947","","","North America;United States of America;Massachusetts;Plymouth County;","North America","","","United States of America","US","Massachusetts","Plymouth County","Plympton","Plympton","Plympton","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"be243c50-8c44-4a05-821c-366ee82c9471","http://purl.org/dc/dcmitype/PhysicalObject","2015-08-06 13:02:01.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/be243c50-8c44-4a05-821c-366ee82c9471","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 3, huh_project_name: New England Vascular Plants TCN}","be243c50-8c44-4a05-821c-366ee82c9471","barcode-00770658","","","J. R. Churchill; C. H. Knowlton; R. J. Eaton; A. Rehder; L. Griscom; L. B. Smith; S. L. Kelsey; G. L. Stebbins, Jr. & C. A. Weatherby","","","present","Sheet","in collection","","[see Simple Media extension]","","1929-09-29/1929-09-29","","","","","","Sept. 29, 1929","","","North America;United States of America;Massachusetts;Plymouth County;","North America","","","United States of America","US","Massachusetts","Plymouth County","Rochester","Rochester","Rochester","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"609dca47-ca0b-46d7-aefb-308944164ebf","http://purl.org/dc/dcmitype/PhysicalObject","2015-08-06 13:02:05.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/609dca47-ca0b-46d7-aefb-308944164ebf","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 3, huh_project_name: New England Vascular Plants TCN}","609dca47-ca0b-46d7-aefb-308944164ebf","barcode-00770659","","10106","S. N. F. Sanford","","","present","Sheet","in collection","","[see Simple Media extension]","","1924-07-13/1924-07-13","","","","","","7-13-1924","","10106","North America;United States of America;Massachusetts;Plymouth County;","North America","","","United States of America","US","Massachusetts","Plymouth County","Whitman","Whitman","Whitman","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"60431882-9230-48c0-9c13-b223026a1cbb","http://purl.org/dc/dcmitype/PhysicalObject","2015-08-06 13:02:10.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/60431882-9230-48c0-9c13-b223026a1cbb","urn:lsid:biocol.org:col:15631","urn:lsid:biocol.org:col:15631","","GH","GH","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 3, huh_project_name: New England Vascular Plants TCN}","60431882-9230-48c0-9c13-b223026a1cbb","barcode-00770660","","3676","D. Goldman [use D. H. Goldman]","","","present","Sheet","in collection","","[see Simple Media extension]","","2005-10-30/2005-10-30","","","","","","30 October 2005","","3676","North America;United States of America;Massachusetts;Bristol County;","North America","","","United States of America","US","Massachusetts","Bristol County","Dartmouth","Dartmouth","Dartmouth","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"b0f78401-64eb-4e66-a230-381c44a94ac7","http://purl.org/dc/dcmitype/PhysicalObject","2015-08-06 13:02:14.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/b0f78401-64eb-4e66-a230-381c44a94ac7","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 3, huh_project_name: New England Vascular Plants TCN}","b0f78401-64eb-4e66-a230-381c44a94ac7","barcode-00770661","","","C. A. Cheever & C. H. Knowlton","","","present","Sheet","in collection","","[see Simple Media extension]","","1923-07-09/1923-07-09","","","","","","July 9, 1923","","","North America;United States of America;Massachusetts;Bristol County;","North America","","","United States of America","US","Massachusetts","Bristol County","Dartmouth","Dartmouth","Dartmouth","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"c2bfe266-40bd-40ff-8ead-bc77ac45a0a0","http://purl.org/dc/dcmitype/PhysicalObject","2015-08-06 13:02:19.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/c2bfe266-40bd-40ff-8ead-bc77ac45a0a0","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 3, huh_project_name: New England Vascular Plants TCN}","c2bfe266-40bd-40ff-8ead-bc77ac45a0a0","barcode-00770662","","","C. A. Cheever & C. H. Knowlton","","","present","Sheet","in collection","","[see Simple Media extension]","","1923-07-09/1923-07-09","","","","","","July 9, 1923","","","North America;United States of America;Massachusetts;Bristol County;","North America","","","United States of America","US","Massachusetts","Bristol County","Dartmouth","Dartmouth","Dartmouth","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"86e59091-aa8f-48f6-b68d-b6015cc168fe","http://purl.org/dc/dcmitype/PhysicalObject","2015-08-06 13:02:25.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/86e59091-aa8f-48f6-b68d-b6015cc168fe","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 3, huh_project_name: New England Vascular Plants TCN}","86e59091-aa8f-48f6-b68d-b6015cc168fe","barcode-00770663","","","S. N. F. Sanford","","","present","Sheet","in collection","","[see Simple Media extension]","","1932-06-26/1932-06-26","","","","","","Jun. 26, 1932","","","North America;United States of America;Massachusetts;Bristol County;","North America","","","United States of America","US","Massachusetts","Bristol County","Dighton","Dighton","Dighton","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"6e17683f-a2d4-4288-a8a4-22ecf6ce6e32","http://purl.org/dc/dcmitype/PhysicalObject","2015-08-06 13:02:28.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/6e17683f-a2d4-4288-a8a4-22ecf6ce6e32","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 3, huh_project_name: New England Vascular Plants TCN}","6e17683f-a2d4-4288-a8a4-22ecf6ce6e32","barcode-00770664","","","C. Blomberg","","","present","Sheet","in collection","","[see Simple Media extension]","","1890-07-13/1890-07-13","","","","","","July 13-1890","","","North America;United States of America;Massachusetts;Bristol County;","North America","","","United States of America","US","Massachusetts","Bristol County","Easton","Easton","Easton","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"7088c2ac-aea6-4464-b8af-7a6f9c71fac8","http://purl.org/dc/dcmitype/PhysicalObject","2015-08-06 13:02:32.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/7088c2ac-aea6-4464-b8af-7a6f9c71fac8","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 3, huh_project_name: New England Vascular Plants TCN}","7088c2ac-aea6-4464-b8af-7a6f9c71fac8","barcode-00770665","","","C. Blomberg","","","present","Sheet","in collection","","[see Simple Media extension]","","1895/1895","","","","","","July 1895","","","North America;United States of America;Massachusetts;","North America","","","United States of America","US","Massachusetts","","","North Easton","North Easton","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"fa0f7834-cce8-4a4b-b87b-b66af21cd628","http://purl.org/dc/dcmitype/PhysicalObject","2015-08-06 13:02:36.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/fa0f7834-cce8-4a4b-b87b-b66af21cd628","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 3, huh_project_name: New England Vascular Plants TCN}","fa0f7834-cce8-4a4b-b87b-b66af21cd628","barcode-00770666","","","C. Blomberg","","","present","Sheet","in collection","","[see Simple Media extension]","","1895/1895","","","","","","July 1895","","","North America;United States of America;Massachusetts;","North America","","","United States of America","US","Massachusetts","","","North Easton","North Easton","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"fe49e6ef-8066-40b3-bafe-520316d54e33","http://purl.org/dc/dcmitype/PhysicalObject","2015-08-06 13:02:42.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/fe49e6ef-8066-40b3-bafe-520316d54e33","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 3, huh_project_name: New England Vascular Plants TCN}","fe49e6ef-8066-40b3-bafe-520316d54e33","barcode-00770667","","52-14","I. E. Lane","","","present","Sheet","in collection","","[see Simple Media extension]","","1952/1952","","","","","","June 1952","","52-14","North America;United States of America;Massachusetts;","North America","","","United States of America","US","Massachusetts","","","North Easton","North Easton","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"f2b6e456-ccf3-4c60-907c-4845ac4e2ae4","http://purl.org/dc/dcmitype/PhysicalObject","2015-08-06 13:02:45.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/f2b6e456-ccf3-4c60-907c-4845ac4e2ae4","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 3, huh_project_name: New England Vascular Plants TCN}","f2b6e456-ccf3-4c60-907c-4845ac4e2ae4","barcode-00770668","","","E. W. Hervey","","","present","Sheet","in collection","","[see Simple Media extension]","","1905-07-25/1905-07-25","","","","","","July 25, 1905","","","North America;United States of America;Massachusetts;Bristol County;","North America","","","United States of America","US","Massachusetts","Bristol County","New Bedford","New Bedford","New Bedford","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"c2dbcedf-328d-4c0d-8aa7-12c3d60eb4f1","http://purl.org/dc/dcmitype/PhysicalObject","2015-08-06 13:02:49.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/c2dbcedf-328d-4c0d-8aa7-12c3d60eb4f1","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 3, huh_project_name: New England Vascular Plants TCN}","c2dbcedf-328d-4c0d-8aa7-12c3d60eb4f1","barcode-00770670","","1031","J. A. Cushman","","","present","Sheet","in collection","","[see Simple Media extension]","","1907-07-02/1907-07-02","","","","","","July 2, 1907","","1031","North America;United States of America;Massachusetts;Bristol County;","North America","","","United States of America","US","Massachusetts","Bristol County","Norton","Norton","Norton","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"e6617c9f-b277-4605-bebb-a835368bb86c","http://purl.org/dc/dcmitype/PhysicalObject","2015-08-06 13:02:53.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/e6617c9f-b277-4605-bebb-a835368bb86c","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 3, huh_project_name: New England Vascular Plants TCN}","e6617c9f-b277-4605-bebb-a835368bb86c","barcode-00770671","","800","S. N. F. Sanford","","","present","Sheet","in collection","","[see Simple Media extension]","","1914-07-06/1914-07-06","","","","","","7-6-1914","","800","North America;United States of America;Massachusetts;Bristol County;","North America","","","United States of America","US","Massachusetts","Bristol County","Fall River","Fall River","Fall River","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"4c374ae9-d060-48c6-baa2-861cf0497e60","http://purl.org/dc/dcmitype/PhysicalObject","2015-08-06 13:02:57.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/4c374ae9-d060-48c6-baa2-861cf0497e60","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 3, huh_project_name: New England Vascular Plants TCN}","4c374ae9-d060-48c6-baa2-861cf0497e60","barcode-00770672","","","F. F. Forbes","","","present","Sheet","in collection","","[see Simple Media extension]","","1914-06-30/1914-06-30","","","","","","June 30 1914","","","North America;United States of America;Massachusetts;Bristol County;","North America","","","United States of America","US","Massachusetts","Bristol County","Rehoboth","Rehoboth","Rehoboth","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"68ae10ef-8e7e-4aa2-9211-a65da201d072","http://purl.org/dc/dcmitype/PhysicalObject","2015-08-06 13:03:00.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/68ae10ef-8e7e-4aa2-9211-a65da201d072","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 3, huh_project_name: New England Vascular Plants TCN}","68ae10ef-8e7e-4aa2-9211-a65da201d072","barcode-00770673","","","S. N. F. Sanford","","","present","Sheet","in collection","","[see Simple Media extension]","","1923-07-08/1923-07-08","","","","","","Jly. 8, 1923","","","North America;United States of America;Massachusetts;Bristol County;","North America","","","United States of America","US","Massachusetts","Bristol County","Taunton","Taunton","Taunton","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"2a9e2a61-6eaf-465a-9aac-80e570b9fa83","http://purl.org/dc/dcmitype/PhysicalObject","2015-08-06 13:03:04.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/2a9e2a61-6eaf-465a-9aac-80e570b9fa83","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 3, huh_project_name: New England Vascular Plants TCN}","2a9e2a61-6eaf-465a-9aac-80e570b9fa83","barcode-00770674","","","S. N. F. Sanford","","","present","Sheet","in collection","","[see Simple Media extension]","","1923-07-08/1923-07-08","","","","","","Jly. 8, 1923","","","North America;United States of America;Massachusetts;Bristol County;","North America","","","United States of America","US","Massachusetts","Bristol County","Taunton","Taunton","Taunton","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"0882700e-709a-46c5-a022-1047fee8c44e","http://purl.org/dc/dcmitype/PhysicalObject","2015-08-06 13:03:08.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/0882700e-709a-46c5-a022-1047fee8c44e","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 3, huh_project_name: New England Vascular Plants TCN}","0882700e-709a-46c5-a022-1047fee8c44e","barcode-00770675","","","J. R. Churchill","","","present","Sheet","in collection","","[see Simple Media extension]","","1915-07-13/1915-07-13","","","","","","July 13, 1915","","","North America;United States of America;Massachusetts;","North America","","","United States of America","US","Massachusetts","","","Barnstable Town","Barnstable Town","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"ee993c84-18cf-446c-b84d-d05b6a987808","http://purl.org/dc/dcmitype/PhysicalObject","2015-08-06 13:03:13.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/ee993c84-18cf-446c-b84d-d05b6a987808","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 3, huh_project_name: New England Vascular Plants TCN}","ee993c84-18cf-446c-b84d-d05b6a987808","barcode-00770676","","18904","M. L. Fernald & B. Long","","","present","Sheet","in collection","","[see Simple Media extension]","","1919-07-24/1919-07-24","","","","","","July 24, 1919","","18904","North America;United States of America;Massachusetts;","North America","","","United States of America","US","Massachusetts","","","Barnstable Town","Barnstable Town","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"540a6aae-68e5-4a28-b457-b8e35880e200","http://purl.org/dc/dcmitype/PhysicalObject","2015-08-06 13:03:19.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/540a6aae-68e5-4a28-b457-b8e35880e200","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 3, huh_project_name: New England Vascular Plants TCN}","540a6aae-68e5-4a28-b457-b8e35880e200","barcode-00770677","","16396","H. W. Child, C. H. Knowlton, F. W. Bird & R. C. Bean","","","present","Sheet","in collection","","[see Simple Media extension]","","1916-06-10/1916-06-10","","","","","","June 10, 1916","","16396","North America;United States of America;Massachusetts;","North America","","","United States of America","US","Massachusetts","","","Barnstable Town","Barnstable Town","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"28fc5477-e29d-42c7-a4d4-4425ec294a42","http://purl.org/dc/dcmitype/PhysicalObject","2015-08-06 13:03:25.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/28fc5477-e29d-42c7-a4d4-4425ec294a42","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 3, huh_project_name: New England Vascular Plants TCN}","28fc5477-e29d-42c7-a4d4-4425ec294a42","barcode-00770678","","16315","H. W. Child, C. H. Knowlton, F. W. Bird & R. C. Bean","","","present","Sheet","in collection","","[see Simple Media extension]","","1916-06-10/1916-06-10","","","","","","June 10, 1916","","16315","North America;United States of America;Massachusetts;","North America","","","United States of America","US","Massachusetts","","","Barnstable Town","Barnstable Town","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"dcbcd267-8601-46a8-9ee4-6e8dc40e7a31","http://purl.org/dc/dcmitype/PhysicalObject","2015-08-06 13:03:29.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/dcbcd267-8601-46a8-9ee4-6e8dc40e7a31","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 3, huh_project_name: New England Vascular Plants TCN}","dcbcd267-8601-46a8-9ee4-6e8dc40e7a31","barcode-00770680","","2683","F. S. Collins","","","present","Sheet","in collection","","[see Simple Media extension]","","1914-08-04/1914-08-04","","","","","","Aug. 4. 1914","","2683","North America;United States of America;Massachusetts;Barnstable County;","North America","","","United States of America","US","Massachusetts","Barnstable County","Bourne","Bourne","Bourne","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"66de3e47-d881-425e-b055-b04f04b9be2d","http://purl.org/dc/dcmitype/PhysicalObject","2015-08-06 13:03:34.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/66de3e47-d881-425e-b055-b04f04b9be2d","urn:lsid:biocol.org:col:15406","urn:lsid:biocol.org:col:15406","","A","A","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 3, huh_project_name: New England Vascular Plants TCN}","66de3e47-d881-425e-b055-b04f04b9be2d","barcode-00770681","","18908","M. L. Fernald & B. Long","","","present","Sheet","in collection","","[see Simple Media extension]","","1919-07-22/1919-07-22","","","","","","July 22, 1919","","18908","North America;United States of America;Massachusetts;Barnstable County;","North America","","","United States of America","US","Massachusetts","Barnstable County","Brewster","Brewster","Brewster","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"345774bb-da18-4c4d-b0c2-020650e3de30","http://purl.org/dc/dcmitype/PhysicalObject","2015-08-06 13:03:40.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/345774bb-da18-4c4d-b0c2-020650e3de30","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 3, huh_project_name: New England Vascular Plants TCN}","345774bb-da18-4c4d-b0c2-020650e3de30","barcode-00770682","","18908","M. L. Fernald & B. Long","","","present","Sheet","in collection","","[see Simple Media extension]","","1919-07-22/1919-07-22","","","","","","July 22, 1919","","18908","North America;United States of America;Massachusetts;Barnstable County;","North America","","","United States of America","US","Massachusetts","Barnstable County","Brewster","Brewster","Brewster","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"38a2cce8-0e69-404d-acb1-e050c698246f","http://purl.org/dc/dcmitype/PhysicalObject","2015-08-06 13:03:45.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/38a2cce8-0e69-404d-acb1-e050c698246f","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 3, huh_project_name: New England Vascular Plants TCN}","38a2cce8-0e69-404d-acb1-e050c698246f","barcode-00770683","","18905","M. L. Fernald & B. Long","","","present","Sheet","in collection","","[see Simple Media extension]","","1919-07-22/1919-07-22","","","","","","July 22, 1919","","18905","North America;United States of America;Massachusetts;Barnstable County;","North America","","","United States of America","US","Massachusetts","Barnstable County","Brewster","Brewster","Brewster","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
