name
Cercocarpus montanus
Cercocarpus montanus var. glaber
Chamaecyparis lawsoniana
Chenopodium album
Chrysophyllum cainito
Chrysophyllum roxburghii
Chrysothamnus parryi
Chrysothamnus viscidiflorus
Chusquea ramosissima
Cinnamomum camphora
Cipadessa baccifera
Cistus albidus
Cistus creticus
Cistus ladanifer
Cistus laurifolius
Cleistanthus sumatranus
Cliffortia ruscifolia
Clusia uvitana
Cochlospermum gillivraei
Codiaeum variegatum
Coffea arabica
Coffea arabica var. typica
Coleogyne ramosissima
Colliguaja integerrima
Comarostaphylis diversifolia
Comarostaphylis polifolia
Combretum indicum
Combretum latifolium
Conocarpus erectus
Copaifera chodatiana
Copaifera chodatiana
Cordia alba
Cordia alba
Cordia alliodora
Cordia alliodora
Cordia collococca
Cordia collococca
Cordia cymosa
Cordia cymosa
Cordia inermis
Cordia lasiocalyx
Cordia lasiocalyx
Cordia lucidula
Cordia lucidula
Cordia macrocephala
Cordia nodosa
Cordia panamensis
Cordia panamensis
Cornus florida
Cornus sanguinea
Corylus avellana
Corymbia calophylla
Corymbia erythrophloia
Cotylelobium burckii
Coursetia ferruginea
Craibiodendron scleranthum var. kwangtungense
Crataegus laevigata
Crataegus monogyna
Croton yanhuii
Cryptocarya chinensis
Cryptocarya concinna
Cryptomeria japonica
Cunninghamia lanceolata
Cupressus arizonica var. glabra
Cupressus guadalupensis var. forbesii
Cupressus sempervirens
Curatella americana
Cytisus scoparius
Dacrycarpus compactus
Dacrycarpus dacrydioides
Dacrycarpus imbricatus
Dacrydium cupressinum
Dalbergia miscolobium
Daphne gnidium
Daphniphyllum pentandrum
Diospyros dictyoneura
Diospyros eriantha
Diospyros glabra
Diospyros mindanaensis
Diospyros venosa
Diospyros virginiana
Dipterocarpus globosus
Drimys granadensis
Drimys insipida
Drimys lanceolata
Drimys winteri
Dryandra cirsioides
Dryandra sessilis
Dryandra vestita
Dryobalanops sumatrensis
Drypetes indica
Elaphoglossum herminieri
Encelia californica
Encelia farinosa
Engelhardtia roxburghiana
Enterolobium cyclocarpum
Epilobium angustifolium
Epiphyte ferns
Erica arborea
Erica cerinthoides
Erica plukenetii
Erica vestita
Ericameria nauseosa var. nauseosa
Eriogonum cinereum
Eriotheca pubescens
Erythroxylum suberosum
Eucalyptus
Eucalyptus accedens
Eucalyptus albida
Eucalyptus camaldulensis
Eucalyptus capillosa
Eucalyptus diversicolor
Eucalyptus globulus
Eucalyptus gomphocephala
Eucalyptus grandis
Eucalyptus marginata
Eucalyptus regnans
Eucalyptus salmonophloia
Eucalyptus tetrodonta
Eucalyptus wandoo
Euclea
Euonymus europaeus
Eupomatia laurina
Evodia lepta
Fagus sylvatica
Ficus benguetensis
Ficus citrifolia
Ficus insipida
Ficus microcarpa
Ficus pisocarpa
Fitzroya cupressoides
Flaveria bidentis
Flaveria pringlei
Flaveria robusta
Flaveria trinervia
Flemingia macrophylla
Fouquieria splendens
Frangula alnus
Frangula californica
Fraxinus americana
Fraxinus excelsior
Fraxinus ornus
Fraxinus pennsylvanica
Fraxinus velutina
Galbulimima belgraveana
Garcinia oblongifolia
Garrya elliptica
Garrya ovata
Garrya veatchii
Ginkgo biloba
Gironniera subaequalis
Gleditsia triacanthos
Glochidion eriocarpum
Glyptostrobus pensilis
Gnetum costatum
Gnetum gnemon
Gossia bidwillii
Grayia spinosa
Grevillea patentiloba
Guapira areolata
Guapira noxia
Guarea guidonia
Gutierrezia microcephala
Hakea cygna
Hakea sericea
Hakea subsulcata
Hazardia squarrosa
Hedyosmum goudotianum
Hedyosmum mexicanum
Helianthus annuus
Helianthus anomalus
Helianthus deserticola
Hemionitis palmata
Heritiera sumatrana
Heteromeles arbutifolia
Heteromeles arbutifolia var. arbutifolia
Hevea brasiliensis
Holodiscus dumosus
Homalium cochinchinense
Homalium moultonii
Hybanthus prunifolius
Hymenaea courbaril
Hymenaea martiana
Hymenaea stigonocarpa
Idiospermum australiense
Ilex aquifolium
Ilex chinensis
Ilex cochinchinensis
Illicium anisatum
Illicium floridanum
Ipomoea pes-caprae
Isonandra lanceolata
Isopogon axillaris
Isopogon gardneri
Itea chinensis
Jacaranda mimosifolia
Juglans regia
Juniperus arizonica
Juniperus ashei
Juniperus barbadensis
Juniperus barbadensis var. lucayana
Juniperus californica
Juniperus communis
Juniperus deppeana
Juniperus flaccida
Juniperus maritima
Juniperus monosperma
Juniperus occidentalis
Juniperus osteosperma
Juniperus oxycedrus
Juniperus pinchotii
Juniperus scopulorum
Juniperus virginiana
Juniperus virginiana var. silicicola
Kielmeyera coriacea
Koelreuteria paniculata
Lagarostrobos franklinii
Lagerstroemia indica
Lagerstroemia tomentosa
Laguncularia racemosa
Larix decidua
Larix kaempferi
Larix occidentalis
Larrea tridentata
Lasianthus chinensis
Lasiococca comberi
Launaea arborescens
Laurus nobilis
Lepidospartum squamatum
Leucadendron laureolum
Leucadendron salignum
Libocedrus plumosa
Ligustrum lucidum
Ligustrum sinense
Ligustrum vulgare
Lindera chunii
Lindera communis
Liquidambar formosana
Liquidambar styraciflua
Liriodendron tulipifera
Lithocarpus glaber
Loblolly pine
Lomariopsis japurensis
Lomariopsis vestita
Lomatia tinctoria
Lonchocarpus dipteroneurus
Lonicera etrusca
Lophopetalum subobovatum
Lotus scoparius
Lycium andersonii
Lycium chilense
Lycium intricatum
Maackia hupehensis
Macaranga denticulata
Macaranga sampsonii
Macaranga tanarius
Machilus chinensis
Magnolia soulangeana
Malacothamnus fasciculatus
Mallotus barbatus
Mallotus japonicus
Mallotus paniculatus
Mallotus philippensis
Mallotus wrayi
Malosma laurina
Malus domestica
Malus sylvestris
Manilkara bidentata
Melaleuca preissiana
Melaleuca scabra
Melastoma sanguineum
Melia azedarach
Merostachys claussenii
Metalasia densa
Metasequoia glyptostroboides
Metrosideros angustifolia
Metrosideros polymorpha
Miconia cuspidata
Microdesmis caseariifolia
Millettia cubittii
Millettia pachycarpa
Mischocarpus pentapetalus
Morella cerifera
Morisonia americana
Morus alba
Mulinum spinosum
Myrothamnus flabellifolius
Myrsine coriacea
Myrsine guianensis
Myrtus communis
Nageia fleuryi
Neolitsea cambodiana
Nephelium chryseum
Nephelium lappaceum
Nerium oleander
Nothofagus alessandri
Nothofagus antarctica
Nothofagus cunninghamii
Nothofagus dombeyi
Nothofagus glauca
Nothofagus obliqua
Nothofagus pumilio
Nuytsia floribunda
Nyssa sylvatica
Ochroma pyramidale
Olea europaea
Olearia axillaris
Olfersia cervina
Opuntia ficus-indica
Ormosia glaberrima
Oryza sativa
Ouratea hexasperma
Ouratea lucens
Oxydendrum arboreum
Passerina obtusifolia
Paxistima myrsinites
Payena endertii
Pentace adenophora
Peponidium horridum
Pereskia diazromeroana
Pereskia guamacho
Pereskia marcanoi
Pereskia portulacifolia
Pereskia quisqueyana
Pereskia sacharosa
Pereskia weberiana
Peritoma arborea
Petrophile glauca
Phaseolus vulgaris
Phillyrea angustifolia
Phillyrea latifolia
Phlomis fruticosa
Phyllocladus trichomanoides
Physocarpus malvaceus
Picea abies
Picea engelmannii
Picea glauca
Picea mariana
Picea rubens
Picea sitchensis
Picrasma quassioides
Pinus albicaulis
Pinus banksiana
Pinus caribaea
Pinus cembra
Pinus contorta
Pinus echinata
Pinus edulis
Pinus elliottii
Pinus flexilis
Pinus halepensis
Pinus monophylla
Pinus mugo
Pinus nigra
Pinus nigra subsp. laricio
Pinus palustris
Pinus pinaster
Pinus pinea
Pinus ponderosa
Pinus sylvestris
Pinus taeda
Pinus uncinata
Pinus virginiana
Pistacia lentiscus
Pistacia terebinthus
Pistacia weinmannifolia
Pithecellobium dulce
Pittosporum xylocarpum
Pityrogramma calomelanos
Platanus
Platanus acerifolia
Platanus hybrida
Platanus racemosa
Platycarya longipes
Podocarpus cunninghamii
Podocarpus drouynianus
Podocarpus latifolius
Podocarpus lawrencei
Populus
Populus alba
Populus angustifolia
Populus Assiniboine
Populus balsamifera
Populus Berlin
Populus deltoides
Populus euphratica
Populus fremontii
Populus nigra
Populus Okanese
Populus P P
Populus tremula
Populus tremuloides
Populus trichocarpa
Populus Walker
Populus x hybrida
Prioria copaifera
Prosopis velutina
Protea laurifolia
Protea repens
Protium
Protium panamense
Prumnopitys ferruginea
Prunus arborea var. montana
Prunus armeniaca
Prunus avium
Prunus cerasifera
Prunus cerasus
Prunus domestica
Prunus dulcis
Prunus ilicifolia
Prunus laurocerasus
Prunus mahaleb
Prunus padus
Prunus persica
Prunus spinosa
Prunus virginiana
Pseudobombax septenatum
Pseudotsuga menziesii
Pseudowintera axillaris
Pseudowintera colorata
Pseudowintera traversii
Psychotria asiatica
Psychotria horizontalis
Pteridium aquilinum
Pteroceltis tatarinowii
Pteronia fasciculata
Pteronia paniculata
Pueraria montana
Purshia tridentata
Pyrus amygdaliformis
Qualea grandiflora
Qualea parviflora
Quercus agrifolia
Quercus alba
Quercus aliena
Quercus berberidifolia
Quercus coccifera
Quercus cornelius-mulleri
Quercus falcata
Quercus frainetto
Quercus fusiformis
Quercus gambelii
Quercus ilex
Quercus laevis
Quercus michauxii
Quercus nigra
Quercus oleoides
Quercus petraea
Quercus phellos
Quercus pubescens
Quercus robur
Quercus rubra
Quercus sebifera
Quercus sinuata
Quercus stellata
Quercus suber
Quercus turbinella
Quercus wislizeni
Rapanea melanophloeos
Rehdera trinervis
Retama sphaerocarpa
Retrophyllum minus
Rhamnella franguloides
Rhamnus alaternus
Rhamnus crocea
Rhamnus ilicifolia
Rhamnus lycioides
Rhipidocladum racemiflorum
Rhizophora mangle
Rhododendron
Rhododendron catawbiense
Rhododendron ferrugineum
Rhododendron hirsutum
Rhododendron intermedium
Rhododendron macrophyllum
Rhododendron maximum
Rhus integrifolia
Rhus ovata
Rhus standleyi
Rhus trilobata
Ribes alpinum
Robinia pseudoacacia
Rosa nutkana
Rosmarinus officinalis
Rubus occidentalis var. leucodermis
Rubus parviflorus
Saccharum
Saccharum officinarum
Saccharum spontaneum
Salix
Salix alba
Salix amygdaloides
Salix babylonica
Salix caprea
Salix cheilophila
Salix cinerea
Salix exigua
Salix fragilis
Salix gooddingii
Salix helvetica
Salix integra
Salix psammophila
Salix purpurea
Salix viminalis
Salsola genistoides
Salsola oppositifolia
Salvia candicans
Salvia leucophylla
Salvia mellifera
Sambucus caerulea
Sambucus nigra
Santalum acuminatum
Santiria mollis
Sapium sebiferum
Sarcobatus vermiculatus
Sarcosperma laurinum
Schefflera heptaphylla
Schefflera macrocarpa
Schefflera morototoni
Schima superba
Schinus johnstonii
Schinus terebinthifolius
Schisandra glabra
Sciadopitys verticillata
Sclerolobium paniculatum
Searsia lucida
Searsia tomentosa
Searsia undulata
Senecio filaginoides
Senegalia greggii
Sequoia sempervirens
Sequoiadendron giganteum
Shorea faguetiana
Shorea mecistopteryx
Shorea ovalis
Sideroxylon lanuginosum
Simarouba amara
Simaruba glauca
Sindora leiocarpa
Solanum riparium
Solanum riparium
Solanum verbascifolium
Sophora japonica
Sorbus aria
Sorbus aucuparia
Sorbus scopulina
Sorbus torminalis
Stachyurus obovatus
Stemonurus umbellatus
Sterculia lanceolata
Styrax ferrugineus
Styrax pohlii
Swartzia simplex
Swietenia macrophylla
Symplocos lanceolata
Symplocos lancifolia
Symplocos mosenii
Syzygium acuminatissimum
Syzygium ampullarium
Syzygium bankense
Syzygium levinei
Syzygium muelleri
Syzygium rehderianum
Syzygium szemaoense
Tachigali versicolor
Taiwania cryptomerioides
Tamarix ramosissima
Tapirira guianensis
Tarenna mollissima
Tasmannia purpurascens
Tasmannia stipitata
Taxodium distichum
Taxodium huegelii
Taxus baccata
Taxus brevifolia
Tecoma capensis
Tectaria incisa
Tetracentron sinense
Tetraclinis articulata
Tetradymia glabrata
Thelypteris curta
Thuja occidentalis
Thuja plicata
Thujopsis dolabrata
Tilia cordata
Tilia platyphyllos
Toona australis
Toxicodendron diversilobum
Trattinnickia aspera
Trichilia dregeana
Trichilia elegans
Trichilia elegans
Trimenia moorei
Trimenia neocaledonica
Trochodendron aralioides
Tsuga canadensis
Tsuga heterophylla
Turpinia pomifera
Ulex europaeus
Ulmus glabra
Ulmus laevis
Ulmus minor
Ulmus parvifolia
Umbellularia californica
Unidentified species: Mesic terrestrial ferns
Unidentified species: Open field terrestrial fern
Unidentified species: Upland terrestrial ferns
Vernicia fordii
Viburnum lantana
Viburnum tinus
Vitis vinifera
Vitis vulpina
Vochysia ferruginea
Vochysia thyrsoidea
Widdringtonia wallichii
Xerospermum laevigatum
Zea mays
Zygogynum baillonii
Zygogynum bicolor
Zygogynum crassifolium
Zygogynum pancheri
Zygogynum pomiferum
Zygogynum queenslandianum
Zygogynum semecarpoides
